@timestamp,addr_new,addr_old,conts_name,value,name,gu_name,location.lat,location.lon
,연세로5나길 6,서대문구 창천동 53-103,132 창천문화공원,132,대여소번호,서대문구,37.556789,126.935883
,불광천길 152,서대문구 북가좌동 345-26,133 해담는다리,133,대여소번호,서대문구,37.582031,126.908997
,명물길 24,서대문구 창천동 13-19,134 연세로 명물길,134,대여소번호,서대문구,37.557892,126.93808
,연세로12길 39,서대문구 창천동 31-61,135 명물거리 원형무대 앞,135,대여소번호,서대문구,37.559101,126.939178
,신촌로 155,서대문구 대현동 101-25,137 NH농협 신촌지점 앞,137,대여소번호,서대문구,37.556812,126.943184
,성산로22길 40,서대문구 창천동 70-59,138 신촌동 제1공영주차장 앞,138,대여소번호,서대문구,37.559177,126.934525
,성산로22길 22,서대문구 창천동 84-43,139 연세대 정문 건너편,139,대여소번호,서대문구,37.559795,126.934479
,null,서대문구 신촌동 89-26,140 이화여대 후문,140,대여소번호,서대문구,37.560009,126.940735
,연세로 50,서대문구 연희동 27-2,141 연대 대운동장 남문 옆,141,대여소번호,서대문구,37.562382,126.932648
,영천시장길 16,서대문구 영천동 69-21,158 독립문 어린이 공원,158,대여소번호,서대문구,37.571259,126.96048
,신촌로 183,서대문구 대현동 45-9,159 이대역 4번 출구,159,대여소번호,서대문구,37.556953,126.946342
,신촌로 299,서대문구 북아현동 126-29,160 아현동 가구거리,160,대여소번호,서대문구,37.557549,126.959381
,통일로 356,서대문구 홍제동 26-4,161 무악재역1번 출구,161,대여소번호,서대문구,37.582245,126.950645
,성산로 553,서대문구 대신동 111-3,162 봉원고가차도 밑,162,대여소번호,서대문구,37.565269,126.946243
,가좌로 123,서대문구 홍은동 354-2,163 명지전문대학교 정문 앞,163,대여소번호,서대문구,37.583698,126.924965
,수색로 100-55,서대문구 북가좌동 477,164 북가좌1동 주민센터 ,164,대여소번호,서대문구,37.574478,126.910049
,거북골로 137,서대문구 북가좌동 115-9,165 모래내 우체국,165,대여소번호,서대문구,37.575138,126.91394
,모래내로15길 37,서대문구 남가좌동 119-17,166 남가좌1동 주민센터,166,대여소번호,서대문구,37.573277,126.919678
,증가로12가길 49-50,서대문구 북가좌동 70-119,167 연가초등학교 옆,167,대여소번호,서대문구,37.57946,126.91713
,모래내로15길 84,서대문구 남가좌동 186-8,168 남가좌동 시장삼거리,168,대여소번호,서대문구,37.574821,126.918053
,수색로 100,서대문구 북가좌동 474-2,169 북가좌 삼거리,169,대여소번호,서대문구,37.57383,126.906845
,모래내로 205,서대문구 남가좌동 84-2,170 가재울 뉴타운 주유소 옆,170,대여소번호,서대문구,37.573032,126.922806
,통일로 81,서대문구 미근동 315-10,171 임광빌딩 앞,171,대여소번호,서대문구,37.562134,126.969254
,연희로 182,서대문구 연희동 76-11,172 서대문소방서,172,대여소번호,서대문구,37.573254,126.935722
,충정로 70,서대문구 미근동 9-4,173 서대문역 8번출구 앞,173,대여소번호,서대문구,37.564777,126.966148
,모래내로 297,서대문구 홍은동 422-6,175 홍연2교옆,175,대여소번호,서대문구,37.578072,126.930817
,수색로 27,서대문구 남가좌동 293-88,179 가좌역 4번출구 앞,179,대여소번호,서대문구,37.569122,126.914795
,충정로 7,서대문구 충정로3가 56-1,180 충정로역 7번출구 뒤,180,대여소번호,서대문구,37.559967,126.962463
,연희로 331,서대문구 홍은동 265-17,188 홍은동 정원여중 입구,188,대여소번호,서대문구,37.586388,126.935127
,응암로 66,서대문구 북가좌동 306-21,191 정명학원,191,대여소번호,서대문구,37.578892,126.910736
,홍제천로2다길 21,서대문구 연희동 519-293,192 연서어린이공원,192,대여소번호,서대문구,37.572227,126.923065
,불광천길 86,서대문구 북가좌동 348-16,178 증산3교 앞,178,대여소번호,서대문구,37.579876,126.906349
,null,서대문구 북가좌동 415,194 증산교 앞,194,대여소번호,서대문구,37.577316,126.902969
,수색로 100,서대문구 북가좌동 362-4,177 북가좌 초등학교,177,대여소번호,서대문구,37.577675,126.909805
,연남로 92,서대문구 연희동 375-51,195 모래내고가차도 ,195,대여소번호,서대문구,37.567657,126.917809
,연희로5길 62-11,서대문구 연희동 413-38,196 연희교차로 인근,196,대여소번호,서대문구,37.56612,126.925896
,충정로 35,서대문구 충정로3가 145-13,198 충청2교,198,대여소번호,서대문구,37.562138,126.963776
,광나루로 253,성동구 송정동 81-10,506 금호 어울림 아파트 앞,506,대여소번호,성동구,37.549061,127.057793
,광나루로 248-31,성동구 성수동2가 289-168,507 성수아이에스비즈타워 앞,507,대여소번호,성동구,37.548203,127.057114
,성수이로 118,성동구 성수동2가 277-17,508 성수아카데미타워 앞,508,대여소번호,성동구,37.545166,127.05751
,성덕정9가길 13,성동구 성수동2가 333-109,509 이마트 버스정류소 옆,509,대여소번호,성동구,37.539654,127.052589
,왕십리로 38,성동구 성수동1가 685-623,510 서울숲 남문 버스정류소 옆,510,대여소번호,성동구,37.541222,127.0438
,왕십리로 78,성동구 성수동1가 685-710,511 서울숲역 4번 출구 옆,511,대여소번호,성동구,37.544582,127.044609
,왕십리로 124,성동구 성수동1가 656-1899,512 뚝섬역 1번 출구 옆,512,대여소번호,성동구,37.548561,127.045006
,아차산로 50-1,성동구 성수동1가 14-62,513 뚝섬역 5번 출구 정류소 옆,513,대여소번호,성동구,37.546307,127.049805
,성수이로22길 60,성동구 성수동2가 277-70,514 성수사거리 버스정류장 옆,514,대여소번호,성동구,37.54258,127.063309
,청계천로10가길 62,성동구 마장동 610-4,518 청계천 박물관 앞,518,대여소번호,성동구,37.571526,127.035355
,왕십리로 357,성동구 하왕십리동 946-40,520 상왕십리역 4번 출구 앞,520,대여소번호,성동구,37.563858,127.030319
,왕십리로 309,성동구 행당동 280-1,521 왕십리역 11번 출구 앞,521,대여소번호,성동구,37.561447,127.03492
,동호로 102,성동구 금호동3가 1383-1,522 금호역 1번출구 앞,522,대여소번호,성동구,37.548641,127.016426
,독서당로 207,성동구 옥수동 328-171,523 옥수동성당 옆,523,대여소번호,성동구,37.543663,127.014061
,금호로 107,성동구 금호동1가 1747-2,524 래미안금호하이리버  아파트 102동 옆,524,대여소번호,성동구,37.5522,127.025055
,마조로1길 4,성동구 행당동 20-2,525 한양대병원사거리,525,대여소번호,성동구,37.558052,127.040352
,천호대로 336,성동구 용답동 223-1,526 용답토속공원 앞,526,대여소번호,성동구,37.563511,127.056725
,천호대로 400,성동구 용답동 232-1,529 장안평역 8번 출구 앞,529,대여소번호,성동구,37.561371,127.06366
,무학로 50,성동구 하왕십리동 286-145,530 청계벽산아파트·텐즈힐아파트 정류소,530,대여소번호,성동구,37.568748,127.030403
,장터길 46,성동구 금호동4가 1109,533 우리은행 금호동 지점 앞,533,대여소번호,성동구,37.548149,127.021088
,무수막길 6,성동구 금호동2가 1206-1,534 금호사거리,534,대여소번호,성동구,37.548634,127.025726
,독서당로 435,성동구 응봉동 134-26,535 응봉삼거리,535,대여소번호,성동구,37.553986,127.033592
,행당로 89,성동구 행당동 317-1969,536 행당역 2번출구 앞,536,대여소번호,성동구,37.55735,127.029213
,마조로 30,성동구 행당동 12-5,537 한양대후문역 부근,537,대여소번호,성동구,37.560356,127.041397
,용답중앙3나길 14,성동구 용답동 102-7,538 답십리역 8번출구 앞,538,대여소번호,성동구,37.56765,127.051155
,청계천로 540,성동구 마장동 527-5,550 서울시설공단 앞,550,대여소번호,성동구,37.57164,127.03566
,뚝섬로 51,성동구 옥수동 64-2,556 달맞이공원,556,대여소번호,성동구,37.542053,127.020401
,마장로 141,성동구 상왕십리동 212-2,557 도선동 주민센터 앞,557,대여소번호,성동구,37.567642,127.025696
,고산자로 279,성동구 행당동 192-63,558 성동광진 교육지원청 앞,558,대여소번호,성동구,37.564606,127.036522
,왕십리광장로 10-1,성동구 행당동 225-2,559 왕십리역 7번출구,559,대여소번호,성동구,37.561096,127.036797
,동일로 215,성동구 송정동 73-1095,560 송정동 공영주차장 부근,560,대여소번호,성동구,37.551205,127.068932
,왕십리로 66-26,성동구 성수동1가 656-1976,561 서울숲역 2번출구 앞,561,대여소번호,성동구,37.542816,127.04467
,동일로 313,성동구 송정동 99-54,562 군자지하보도 앞,562,대여소번호,성동구,37.559246,127.07341
,광나루로 296,성동구 성수동2가 280-45,563 성동세무서 건너편,563,대여소번호,성동구,37.547913,127.062752
,동호로 99,성동구 금호동4가 1482,564 금호역 3번출구,564,대여소번호,성동구,37.547928,127.015572
,독서당로40길 39,성동구 옥수동 192-1,565 옥수역 3번 출구,565,대여소번호,성동구,37.541363,127.017662
,아차산로 113,성동구 성수동2가 300-1,567 성수역 2번출구 앞,567,대여소번호,성동구,37.54459,127.057083
,청계천로 422,성동구 상왕십리동 14-14,568 청계8가사거리 부근,568,대여소번호,성동구,37.571102,127.02356
,독서당로 378,성동구 응봉동 193-82,569 응봉봉현대아파트 정류소,569,대여소번호,성동구,37.549583,127.030243
,무학로 32,성동구 홍익동 456,519 양지사거리,519,대여소번호,성동구,37.566994,127.029915
,광나루로 289,성동구 송정동 75-73,578 성동세무서 부근,578,대여소번호,성동구,37.548286,127.062088
,마장로 288,성동구 마장동 794-1,579 마장역 4번출구,579,대여소번호,성동구,37.565205,127.041847
,금호로 151,성동구 금호동2가 449-1,580 신금호역 3번출구 뒤,580,대여소번호,성동구,37.55439,127.020149
,용답25길 3,성동구 용답동 24-32,581 용답초등학교,581,대여소번호,성동구,37.561012,127.054237
,성수일로4길 2,성동구 성수동1가 656-6,582 경일중학교 앞,582,대여소번호,성동구,37.543179,127.04908
,살곶이길 69,null,583 청계천 생태교실 앞,583,대여소번호,성동구,37.56945,127.045296
,둘레15길 22-1,성동구 성수동2가 576-1,585 성수2가1동 공영주차장 인근,585,대여소번호,성동구,37.536808,127.055489
,마장로42길 14,성동구 마장동 784-1,586 마장동 주민센터,586,대여소번호,성동구,37.565941,127.045395
,아차산로 78,성동구 성수동2가 302-4,587 KEB하나은행 성수중앙지점 ,587,대여소번호,성동구,37.545418,127.052643
,공항대로 612,양천구 목동 513-4,700 KB국민은행 염창역 지점 앞,700,대여소번호,양천구,37.546848,126.872772
,등촌로 30,양천구 목동 813,701 목동사거리 부근,701,대여소번호,양천구,37.532803,126.86393
,목동중앙서로 42-1,양천구 목동 904-5,702 목4동주민센터 옆,702,대여소번호,양천구,37.532543,126.868729
,오목로 344,양천구 목동 405-426,703 오목교역 7번출구 앞,703,대여소번호,양천구,37.524063,126.87558
,목동로 163,양천구 신정동 1007-11,704 남부법원검찰청 교차로,704,대여소번호,양천구,37.523254,126.864906
,중앙로 291,양천구 신월동 502-5,706 신정네거리역,706,대여소번호,양천구,37.521881,126.851753
,중앙로 209,양천구 신정동 1263,707 신정3동주민센터,707,대여소번호,양천구,37.515156,126.854897
,목동동로 151,양천구 신정동 319-2,708 서울출입국관리사무소 앞,708,대여소번호,양천구,37.51897,126.869965
,남부순환로88길 5-7,양천구 신정동 1287-4,709 신정3동 현장민원실 앞,709,대여소번호,양천구,37.511585,126.84156
,남부순환로 654,양천구 신정동 759-5,710 서부화물트럭터미널 사거리,710,대여소번호,양천구,37.510658,126.842537
,중앙로29길 64,양천구 신정동 1219-13,711 신일해피트리아파트 앞,711,대여소번호,양천구,37.517059,126.848488
,지양로 2,양천구 신월동 994-3,712 강월초교입구 사거리,712,대여소번호,양천구,37.516998,126.838318
,남부순환로 383,양천구 신월동 169-4,713 양서중학교 옆,713,대여소번호,양천구,37.533047,126.829956
,남부순환로 391,양천구 신월동 136-3,714 한국SGI 양천문화회관 앞,714,대여소번호,양천구,37.532547,126.830803
,목동서로 355,양천구 신정동 322-1,716 햇빛문고 앞,716,대여소번호,양천구,37.517281,126.864334
,등촌로 6,양천구 목동 807-13,719 홍익병원앞 교차로(양천구 등촌로 2 앞),719,대여소번호,양천구,37.530369,126.864258
,신월로 99,양천구 신월동 987-4,720 서울강월초등학교 앞,720,대여소번호,양천구,37.516197,126.8349
,null,null,200 국회의원회관,200,대여소번호,null,37.528728,126.914925
,국회대로 800,영등포구 여의도동 13,201 진미파라곤 앞,201,대여소번호,영등포구,37.531239,126.921333
,여의공원로 101,null,202 국민일보 앞,202,대여소번호,영등포구,37.528816,126.92453
,의사당대로 13,영등포구 여의도동 15-22,203 국회의사당역 5번출구 옆,203,대여소번호,영등포구,37.528057,126.918701
,의사당대로 8,영등포구 여의도동 17-3,204 국회의사당역 3번출구 옆,204,대여소번호,영등포구,37.528164,126.917023
,null,null,205 산업은행 앞,205,대여소번호,null,37.526264,126.920509
,null,null,206 KBS 앞,206,대여소번호,null,37.524666,126.918022
,여의나루로 121,null,207 여의나루역 1번출구 앞,207,대여소번호,영등포구,37.526989,126.932098
,국제금융로 24,영등포구 여의도동 24-3,209 중소기업진흥공단 앞,209,대여소번호,영등포구,37.524612,126.927834
,여의대로 70,영등포구 여의도동 23-2,210 신한금융투자후문 앞,210,대여소번호,영등포구,37.525093,126.924187
,의사당대로 97,영등포구 여의도동 26-4,211 여의도역 4번출구 옆,211,대여소번호,영등포구,37.522228,126.924637
,의사당대로 108,null,212 여의도역 1번출구 옆,212,대여소번호,영등포구,37.521362,126.923462
,여의대로 14,영등포구 여의도동 28-2,213 kt 앞,213,대여소번호,영등포구,37.521908,126.918953
,여의대로 38,영등포구 여의도동 27,214 금융감독원 앞,214,대여소번호,영등포구,37.523022,126.920837
,국제금융로7길 37,null,215 여의도고교 앞,215,대여소번호,영등포구,37.524837,126.934906
,국제금융로7길 22,영등포구 여의도동 41-1,216 삼부아파트1동 앞,216,대여소번호,영등포구,37.523491,126.932899
,국제금융로8길 2,영등포구 여의도동 34-7,217 NH농협은행 앞,217,대여소번호,영등포구,37.522079,126.930367
,여의나루로 76,영등포구 여의도동 3-2,218 증권거래소 앞,218,대여소번호,영등포구,37.523277,126.929237
,의사당대로 127,영등포구 여의도동 36,219 롯데캐슬엠파이어 옆,219,대여소번호,영등포구,37.520428,126.92662
,의사당대로 110,null,220 미성아파트 A동 앞,220,대여소번호,영등포구,37.519363,126.926048
,63로 45,null,221 여의도초교 앞,221,대여소번호,영등포구,37.522675,126.93779
,63로 45,null,222 시범아파트버스정류장 옆,222,대여소번호,영등포구,37.520271,126.938881
,여의대방로 394,영등포구 여의도동 53,223 진주아파트상가 앞,223,대여소번호,영등포구,37.519314,126.933167
,국제금융로 86,영등포구 여의도동 43-5,224 롯데캐슬 앞,224,대여소번호,영등포구,37.520088,126.932365
,null,영등포구 여의도동 46-3,225 앙카라공원 앞,225,대여소번호,영등포구,37.517368,126.929253
,null,영등포구 여의도동 46-5,226 샛강역 1번출구 앞,226,대여소번호,영등포구,37.517765,126.928413
,양평로30길 51,영등포구 양화동 17-4,227 양평2나들목 보행통로 입구,227,대여소번호,영등포구,37.544666,126.888359
,양평로22길 10,영등포구 양평동4가 191-1,228 선유도역 3번출구 앞,228,대여소번호,영등포구,37.53846,126.894508
,양평로21다길 2,영등포구 양평동5가 1-3,229 양평1 보행육교 앞,229,대여소번호,영등포구,37.535873,126.892181
,선유동1로 26,영등포구 당산동2가 162-8,231 남부고용노동지청 남측,231,대여소번호,영등포구,37.524372,126.892097
,양산로 43,영등포구 양평동3가 16,232 양평우림 이비즈센타 앞,232,대여소번호,영등포구,37.52565,126.887817
,선유로 165,영등포구 양평동3가 60,233 한국연예사관 건물 앞,233,대여소번호,영등포구,37.528488,126.891647
,도림로 250,영등포구 신길동 426,234 영등포구민체육센터 앞,234,대여소번호,영등포구,37.500462,126.905846
,신길로 137,영등포구 신길동 252-9,235 신길동 우리은행 옆,235,대여소번호,영등포구,37.504566,126.910233
,당산로4길 12,영등포구 문래동3가 65-2,236 문래동자이아파트 앞,236,대여소번호,영등포구,37.516155,126.894615
,여의대방로 75,영등포구 신길동 4491-2,237 보라매 두산위브 앞,237,대여소번호,영등포구,37.496872,126.914986
,국회대로 615,영등포구 당산동4가 1-176,238 제2구민체육센타 앞,238,대여소번호,영등포구,37.526386,126.902756
,영신로 200,영등포구 영등포동7가 58-2,239 유스호스텔 앞,239,대여소번호,영등포구,37.525852,126.903282
,문래로 121,null,240 문래역 4번출구 앞,240,대여소번호,영등포구,37.518867,126.895706
,도신로 51,영등포구 도림동 254-5,241 신길우성1차아파트 앞 공원,241,대여소번호,영등포구,37.505329,126.898483
,신길로 209,영등포구 신길동 220-148,242 신길선원가와인아파트 앞,242,대여소번호,영등포구,37.510933,126.910225
,선유로 146,영등포구 양평동3가 48-1,243 이앤씨드림타워 앞,243,대여소번호,영등포구,37.527225,126.891594
,영중로 154,영등포구 영등포동8가 83-7,244 영등포삼환아파트 앞,244,대여소번호,영등포구,37.530079,126.905708
,국회대로 559,영등포구 당산동4가 38-5,245 삼성생명 당산사옥 앞,245,대여소번호,영등포구,37.528263,126.896629
,양평로 40,영등포구 당산동5가 14-4,247 당산역 10번출구 앞,247,대여소번호,영등포구,37.533688,126.902107
,null,null,248 초원아파트 앞,248,대여소번호,null,37.531528,126.924294
,국제금융로7길 46,null,249 여의도중학교 옆,249,대여소번호,영등포구,37.524475,126.935791
,여의대방로 231,영등포구 신길동 1114,250 우주마루아파트 201동 앞,250,대여소번호,영등포구,37.507641,126.92308
,여의대방로 197,영등포구 신길동 833,251 서울지방병무청 버스정류장,251,대여소번호,영등포구,37.504494,126.921951
,여의대방로 145,영등포구 신길동 506,252 보라매역4번출구(순흥빌딩),252,대여소번호,영등포구,37.499977,126.920036
,신길로 108,영등포구 신길동 253-249,253 남서울아파트 14동앞,253,대여소번호,영등포구,37.500702,126.909378
,도림로 292,영등포구 신길동 397-2,254 도림신협 앞,254,대여소번호,영등포구,37.503803,126.903419
,도신로 75,영등포구 도림동 251-5,255 도림4거리,255,대여소번호,영등포구,37.506573,126.901131
,도림로 365,영등포구 도림동 158-3,256 동아에코빌입구,256,대여소번호,영등포구,37.509476,126.8993
,영등포로 370-1,영등포구 신길동 95-256,257 신길삼거리(우리은행),257,대여소번호,영등포구,37.513844,126.919357
,경인로114가길 9,영등포구 영등포동1가 35,258 신길역3번출구,258,대여소번호,영등포구,37.517693,126.914299
,null,영등포구 여의도동 8-7,260 여의도 마리나선착장 앞,260,대여소번호,영등포구,37.533772,126.91214
,선유로 63,영등포구 문래동6가 5,262 영문초등학교 사거리,262,대여소번호,영등포구,37.519928,126.889183
,선유로 37,영등포구 문래동5가 1-1,263 근로자회관 사거리,263,대여소번호,영등포구,37.517151,126.888626
,영등포로 91,영등포구 양평동1가 9-1,264 교보생명보험 앞,264,대여소번호,영등포구,37.521931,126.891617
,당산로 68,영등포구 당산동1가 17-3,265 영등포유통상가 사거리,265,대여소번호,영등포구,37.521133,126.896538
,영등포로 178,영등포구 영등포동-6,266 영등포청과시장 사거리,266,대여소번호,영등포구,37.520447,126.901093
,양평로 76,영등포구 양평동4가 157-1,267 삼성화재 사옥 옆,267,대여소번호,영등포구,37.535961,126.8983
,양평로 67,영등포구 당산동5가 33-4,268 그랜드컨벤션센터앞,268,대여소번호,영등포구,37.534904,126.899536
,국제금융로6길 26,영등포구 여의도동 35,270 증권거래소후문교차로,270,대여소번호,영등포구,37.522343,126.927101
,여의동로 48,영등포구 여의도동 38-3,271 샛강생태공원방문자센터 앞,271,대여소번호,영등포구,37.518963,126.921616
,당산로52길 3,영등포구 당산동6가 282,272 당산육갑문,272,대여소번호,영등포구,37.535339,126.903679
,당산로 111,영등포구 당산동3가 352,230 영등포구청역 1번출구,230,대여소번호,영등포구,37.524635,126.896217
,여의대방로61길 1-1,영등포구 신길동 1367-4,259 대방역6번출구,259,대여소번호,영등포구,37.513592,126.925934
,원효로 97,용산구 원효로3가 250-10,800 목월공원 앞,800,대여소번호,용산구,37.532433,126.954742
,이태원로 294,용산구 한남동 727-33,802 한강진역 2번 출구 앞,802,대여소번호,용산구,37.541153,127.002213
,한남대로27길 14,용산구 한남동 725-28,803 한남초교 앞 보도육교,803,대여소번호,용산구,37.538139,127.004097
,백범로90길 46,용산구 문배동 24-35,805 문배어린이공원 앞,805,대여소번호,용산구,37.536758,126.970001
,청파로 83,용산구 한강로3가 16-19,806 전자랜드 본관 앞,806,대여소번호,용산구,37.533066,126.960732
,후암로57길 26,용산구 동자동 14-94,807 서울역 12번 출구 앞,807,대여소번호,용산구,37.552277,126.972687
,서빙고로 237,용산구 서빙고동 235-143,808 서빙고동 금호맨션 앞,808,대여소번호,용산구,37.520504,126.989738
,독서당로 18,용산구 한남동 522-48,809 한남 유수지 복개주차장,809,대여소번호,용산구,37.530167,127.007439
,녹사평대로 234,용산구 용산동2가 5-1620,810 이태원지하보도,810,대여소번호,용산구,37.53841,126.986649
,null,용산구 용산동2가 6-7,811 녹사평역1번출구,811,대여소번호,용산구,37.53508,126.985382
,이태원로 29,용산구 용산동1가 8-4,812 용산전쟁기념관,812,대여소번호,용산구,37.53484,126.977661
,한강대로 164,용산구 한강로1가 243-16,813 삼각지역 3번출구,813,대여소번호,용산구,37.533512,126.972275
,이촌로87길 14,용산구 이촌동 300-8,815 LIG강촌아파트 103동앞,815,대여소번호,용산구,37.518509,126.978798
,한강대로 115,용산구 한강로2가 313-4,816 신용산역 6번출구 앞,816,대여소번호,용산구,37.530148,126.968483
,한강대로 159-1,용산구 한강로1가 303-2,817 삼각지역 4번출구 앞,817,대여소번호,용산구,37.533451,126.971733
,청파로47길 20,용산구 청파동2가 90-18,818 숙명여대 입구 교차로,818,대여소번호,용산구,37.544895,126.969383
,청파로 247,용산구 청파동3가 80-5,819 선린인터넷 고등학교,819,대여소번호,용산구,37.541653,126.970505
,한강대로 346,용산구 갈월동 5-77,820 청파동입구 교차로,820,대여소번호,용산구,37.549026,126.971947
,한강대로14나길 30-3,용산구 한강로3가 65-41,822 이촌1동 마을공원,822,대여소번호,용산구,37.522041,126.965523
,효창원로 161,용산구 효창동 255-18,823 효창동주민센터 앞,823,대여소번호,용산구,37.54232,126.96196
,서빙고로 279,용산구 서빙고동 152-1,825 서빙고동 주민센터 앞,825,대여소번호,용산구,37.520336,126.994263
,사직로 114,종로구 내자동 113-2,301 경복궁역 7번출구 앞,301,대여소번호,종로구,37.575794,126.971451
,사직로 135,종로구 적선동 36-1,302 경복궁역 4번출구 뒤,302,대여소번호,종로구,37.575947,126.97406
,새문안로5길 14-1,종로구 당주동 15-5,303 광화문역 1번출구 앞,303,대여소번호,종로구,37.571732,126.974922
,세종대로 178,종로구 세종로 84-8,304 광화문역 2번출구 앞,304,대여소번호,종로구,37.572487,126.977501
,종로1길 28,종로구 세종로 87-2,305 종로구청 옆,305,대여소번호,종로구,37.572582,126.978355
,세종대로 161,종로구 세종로 200,306 광화문역 7번출구 앞,306,대여소번호,종로구,37.570808,126.976433
,새문안로 55,종로구 신문로2가 1-15,307 서울역사박물관 앞,307,대여소번호,종로구,37.57,126.9711
,새문안로 82,종로구 신문로1가 116,308 광화문 S타워 앞,308,대여소번호,종로구,37.569969,126.973938
,세종대로 149,종로구 세종로 1-81,309 광화문역 6번출구 옆,309,대여소번호,종로구,37.569889,126.976456
,삼청로 30,종로구 소격동 87-4,314 국립현대미술관,314,대여소번호,종로구,37.579708,126.980858
,율곡로 33,종로구 송현동 56-3,315 신한은행 안국역지점 옆,315,대여소번호,종로구,37.57597,126.983063
,종로 47,종로구 종로1가 40,316 종각역 1번출구 앞,316,대여소번호,종로구,37.570396,126.981789
,삼일대로 469,종로구 경운동 91-6,326 안국역 5번출구 앞,326,대여소번호,종로구,37.576241,126.98616
,삼일대로 437,종로구 낙원동 279-5,327 낙원상가 옆,327,대여소번호,종로구,37.573357,126.987465
,종로 99,종로구 종로2가 31,328 탑골공원 앞,328,대여소번호,종로구,37.570396,126.98819
,청계천로 93,종로구 관철동 37-9,329 청계2가 사거리 옆,329,대여소번호,종로구,37.568344,126.987892
,서순라길 161,종로구 권농동 23-1,333 창덕궁 매표소 앞,333,대여소번호,종로구,37.577705,126.991783
,종로 127-2,종로구 종로3가 21-1,334 종로3가역 2번출구 뒤,334,대여소번호,종로구,37.570599,126.991791
,종로 124,종로구 종로3가 123-2,335 종로3가역 15번출구 앞,335,대여소번호,종로구,37.570198,126.991257
,창경궁로 185,종로구 연건동 28-27,337 창경궁 입구,337,대여소번호,종로구,37.578979,126.996475
,창경궁로 109,종로구 인의동 112-4,338 세운스퀘어 앞,338,대여소번호,종로구,37.571331,126.997528
,종로 185,종로구 종로4가 15-1,339 종로4가 사거리,339,대여소번호,종로구,37.571068,126.998192
,창경궁로 271-1,종로구 혜화동 114-2,340 혜화동 로터리,340,대여소번호,종로구,37.585629,127.000679
,대학로 103,종로구 명륜4가 97-1,341 혜화역 3번출구 뒤,341,대여소번호,종로구,37.58157,127.001785
,동숭길 3,종로구 동숭동 155-1,342 대학로 마로니에공원,342,대여소번호,종로구,37.579784,127.002533
,율곡로 240,종로구 충신동 56-6,343 예일빌딩(율곡로) 앞,343,대여소번호,종로구,37.575432,127.004982
,율곡로 259-2,종로구 충신동 27-112,344 성균관대 E하우스 앞,344,대여소번호,종로구,37.574036,127.006721
,김상옥로 30,종로구 연지동 136-10,345 서울보증보험본사 앞,345,대여소번호,종로구,37.573307,127.00071
,통일로 196-33,종로구 교북동 10-6,348 독립문역 사거리,348,대여소번호,종로구,37.572025,126.961
,사직로9길 5,종로구 사직동 1-14,349 사직동주민센터,349,대여소번호,종로구,37.576332,126.96859
,사직로8길 39,종로구 적선동 124-2,350 KEB 하나은행(내자동 지점) 앞,350,대여소번호,종로구,37.574268,126.973206
,자하문로28길 3,종로구 청운동 108-22,351 청운초교 앞 삼거리,351,대여소번호,종로구,37.585079,126.970619
,창덕궁길 191,종로구 가회동 10-6,352 중앙고입구 삼거리,352,대여소번호,종로구,37.583179,126.985329
,북촌로5길 2,종로구 재동 19,353 재동초교 앞 삼거리,353,대여소번호,종로구,37.579388,126.984947
,창덕궁1길 3,종로구 원서동 159,354 포르투갈 대사관 앞,354,대여소번호,종로구,37.579155,126.98896
,대학로 60,종로구 연건동 178-3,355 서울사대부속초교 앞,355,대여소번호,종로구,37.576508,127.002457
,대학로 65,종로구 연건동 128-9,356 KT혜화지사 앞,356,대여소번호,종로구,37.577152,127.001549
,창경궁로 234,종로구 명륜4가 188-4,358 성대입구 사거리,358,대여소번호,종로구,37.5825,126.998535
,율곡로 169,종로구 원남동 106-1,359 원남동사거리,359,대여소번호,종로구,37.576061,126.997681
,종로 347,종로구 숭인동 83-5,361 동묘앞역 1번출구 뒤,361,대여소번호,종로구,37.573242,127.015907
,청계천로 407,종로구 숭인동 1436,362 청계8가 사거리,362,대여소번호,종로구,37.572224,127.022705
,종로 411-2,종로구 숭인동 1311,363 신설동역 11번출구 뒤,363,대여소번호,종로구,37.57576,127.022835
,지봉로 87,종로구 창신동 23-816,364 창신역 1번출구 앞,364,대여소번호,종로구,37.577957,127.014793
,통일로 238-1,종로구 무악동 41-7,367 독립문역 3번출구 뒤,367,대여소번호,종로구,37.573849,126.958694
,종로 26,종로구 서린동 99,368 SK 서린빌딩 앞,368,대여소번호,종로구,37.569637,126.980255
,종로1길 55-1,종로구 세종로 76-5,369 광화문 시민열린마당,369,대여소번호,종로구,37.575493,126.9785
,청계천로 41,종로구 서린동 26-1,385 종각역5번출구,385,대여소번호,종로구,37.569836,126.982658
,성균관로 91,종로구 혜화동 1-19,386 올림픽기념 국민생활관 앞,386,대여소번호,종로구,37.590233,126.99852
,창경궁로 279,종로구 혜화동 56,388 동성중학교 앞,388,대여소번호,종로구,37.585735,127.00161
,정동길 2,중구 충정로1가 51-5,300 정동사거리,300,대여소번호,중구,37.56805,126.969231
,청계천로 8,중구 태평로1가 2-2,310 청계광장 옆,310,대여소번호,중구,37.568878,126.97747
,세종대로 110,중구 정동 3-9,311 서울광장 옆,311,대여소번호,중구,37.566612,126.97747
,세종대로 93,중구 태평로2가 360-1,312 시청역 1번출구 뒤,312,대여소번호,중구,37.564674,126.976738
